Reference Name	Text	Font
af5c43c5	Ze komt eraan. \n Snel!	[0, 20, 'DINRoundOffcPro']
da6a43ce	Ik activeer Anemone!	[0, 20, 'DINRoundOffcPro']
ep23_00100	Bit: \n Dit is de Rand, een dimensie tussen dimensies.	[0, 5, 'DINRoundOffcPro'], [5, 51, 'DINRoundOffcPro']
ep23_00101	Bit: \n Alles wat je hebt verloren, is hier.	[0, 5, 'DINRoundOffcPro'], [5, 41, 'DINRoundOffcPro']
ep23_00102	Alles wat ik heb verloren?	[0, 26, 'DINRoundOffcPro']
ep23_00200c_010	...!	[0, 4, 'DINRoundOffcPro']
ep23_00200c_020	Wat is er \n gebeurd?!	[0, 19, 'DINRoundOffcPro']
ep23_00200c_030	Dat is lang geleden, Raven.	[0, 27, 'DINRoundOffcPro']
ep23_00200c_040	Jij...?	[0, 7, 'DINRoundOffcPro']
ep23_00200c_050	Jij en de ander vormen één wezen, \n in tweeën gesplitst door het lot.	[0, 67, 'DINRoundOffcPro']
ep23_00200c_060	Deze onnatuurlijke toestand heeft \n voor veel onvoorziene problemen \n gezorgd...	[0, 76, 'DINRoundOffcPro']
ep23_00200c_070	Maar het kan een \n onvoorziene zegen zijn.	[0, 40, 'DINRoundOffcPro']
ep23_00200c_080	Wie ben jij?	[0, 12, 'DINRoundOffcPro']
ep23_00200c_090	Je kent me wel.	[0, 15, 'DINRoundOffcPro']
ep23_00200c_100	Sachya, weet je nog?	[0, 20, 'DINRoundOffcPro']
ep23_00200c_110	...	[0, 3, 'DINRoundOffcPro']
ep23_00200c_115	Het vuur van de goden! \n Het is echt...	[0, 37, 'DINRoundOffcPro']
ep23_00200c_120	Jij bent het!	[0, 13, 'DINRoundOffcPro']
ep23_00200c_130	Alles heeft geleid tot dit moment. De \n koning heeft Elektricitie losgelaten \n op Hekseville.	[0, 89, 'DINRoundOffcPro']
ep23_00200c_140	Als iets de koning in \n de weg staat, heeft \n Elektricitie genoeg kracht \n om dat te verwijderen.	[0, 91, 'DINRoundOffcPro']
ep23_00200c_150	Jij bent een van hen. Net als \n Gade en Cyanea.	[0, 45, 'DINRoundOffcPro']
ep23_00200c_160	Zie mij als een bediende \n wiens taak het is om de \n fouten in deze wereld \n te herstellen.	[0, 85, 'DINRoundOffcPro']
ep23_00200c_170	Waar is Kat?	[0, 12, 'DINRoundOffcPro']
ep23_00200c_180	Zij kampt met de gevolgen van \n iets dat honderd jaar geleden \n begon.	[0, 66, 'DINRoundOffcPro']
ep23_00200c_190	Dan moet ik tijd voor \n haar rekken.	[0, 34, 'DINRoundOffcPro']
ep23_00200c_200	Totdat Alua... Kat zich herinnert wie \n ze echt is, ben jij de enige die \n tussen de wereld en Elektricitie \n staat.	[0, 110, 'DINRoundOffcPro']
ep23_00210k_010	Dat is lang geleden, \n Kat.	[0, 25, 'DINRoundOffcPro']
ep23_00210k_020	Syd? Ben jij het echt? \n Waar was je-	[0, 35, 'DINRoundOffcPro']
ep23_00210k_030	Laat maar.	[0, 10, 'DINRoundOffcPro']
ep23_00210k_040	Het maakt niet uit. Het \n gaat erom dat je veilig \n bent.	[0, 53, 'DINRoundOffcPro']
ep23_00210k_050	Ik ben er wel, maar ook \n weer niet...	[0, 36, 'DINRoundOffcPro']
ep23_00210k_060	Hoe bedoel je? Waar ben \n je? Ga je ergens \n naartoe?	[0, 49, 'DINRoundOffcPro']
ep23_00210k_070	Je hebt de Schepper \n gehoord. Dit is de Rand, \n een dimensie tussen \n dimensies.	[0, 75, 'DINRoundOffcPro']
ep23_00210k_080	Schepper? Bedoel je dat \n jongetje?	[0, 33, 'DINRoundOffcPro']
ep23_00210k_090	Hij is degene die me in \n Hekseville heeft \n gered...	[0, 49, 'DINRoundOffcPro']
ep23_00210k_100	Hij heeft deze plek \n geschapen.	[0, 30, 'DINRoundOffcPro']
ep23_00210k_110	Alles wat nog geboren \n moet worden, alles wat \n is vergaan...	[0, 58, 'DINRoundOffcPro']
ep23_00210k_120	Alles bestaat hier, en \n ook weer niet. Daarom is \n dit de Rand.	[0, 60, 'DINRoundOffcPro']
ep23_00210k_130	Meestal maak je het niet \n zo ingewikkeld...	[0, 42, 'DINRoundOffcPro']
