Reference Name	Text	Font
039d7f5a	!	[0, 1, 'DINRoundOffcPro']
03d88ead	C'est encore calme ici, \n mais ceux qui bossent \n sur un aéroglisseur vont \n devoir faire attention.	[0, 94, 'DINRoundOffcPro']
05e3a573	Dourwa Hiraleon \n Le Conseil	[0, 26, 'DINRoundOffcPro']
089c41b5	Du ciel, une pomme...	[0, 21, 'DINRoundOffcPro']
0ab6bbcd	Du ciel, rouge...	[0, 17, 'DINRoundOffcPro']
0ba6559c	Rouge est tombée, une pomme, du ciel.	[0, 37, 'DINRoundOffcPro']
0c2091b3	Et aussi que les \n tempêtes gravita- \n tionnelles grossissaient \n et devenaient instables.	[0, 84, 'DINRoundOffcPro']
0ce58160	Vogo !?	[0, 7, 'DINRoundOffcPro']
10fd6394	Une pomme rouge est tombée...	[0, 29, 'DINRoundOffcPro']
11e443bb	Du ciel, une pomme, est tombée...	[0, 33, 'DINRoundOffcPro']
137c9712	Les soldats de la \n Garnison agissent de \n façon étrange.	[0, 53, 'DINRoundOffcPro']
141c8df0	Du ciel...	[0, 10, 'DINRoundOffcPro']
15cc34d8	Kat. Ne provoque plus \n jamais de problèmes \n comme ça pour Banga.	[0, 62, 'DINRoundOffcPro']
1945669a	Une pomme rouge...	[0, 18, 'DINRoundOffcPro']
1bbfa6a1	Est tombée rouge du ciel...	[0, 27, 'DINRoundOffcPro']
1de548a3	Rouge tombée du ciel, une pomme.	[0, 32, 'DINRoundOffcPro']
1e1437de	Euh, une seconde... \n On l'a cassé ?	[0, 34, 'DINRoundOffcPro']
228d68a0	Une pomme rouge du ciel...	[0, 26, 'DINRoundOffcPro']
2407a9a7	Est tombée rouge, une pomme...	[0, 30, 'DINRoundOffcPro']
2524e383	Rouge...	[0, 8, 'DINRoundOffcPro']
26dba56e	Comme de l'eau \n de source !	[0, 26, 'DINRoundOffcPro']
275c39e4	*soupir* Tu n'aurais \n vraiment pas pu utiliser \n autre chose que \n le moulin ?	[0, 73, 'DINRoundOffcPro']
2df21f63	Du ciel, est tombée rouge...	[0, 28, 'DINRoundOffcPro']
2df74642	Du ciel, une pomme rouge est tombée.	[0, 36, 'DINRoundOffcPro']
2f6b19b1	Une pomme, du ciel, rouge est tombée.	[0, 37, 'DINRoundOffcPro']
30aa4542	Rouge, une pomme, est tombée...	[0, 31, 'DINRoundOffcPro']
3395be33	Du ciel, rouge est tombée...	[0, 28, 'DINRoundOffcPro']
382bb2dd	Une pomme, est tombée...	[0, 24, 'DINRoundOffcPro']
39f24748	Rouge, une pomme...	[0, 19, 'DINRoundOffcPro']
3a00201a	"Si nous argumentons ou combattons, les choses ne font qu'empirer..." \n Lisa avait raison, les choses n'allaient faire qu'empirer.	[0, 128, 'DINRoundOffcPro']
3e3367e3	OK, compris... Bien que \n je ne vois de quoi \n il veut qu'on parle.	[0, 63, 'DINRoundOffcPro']
480328da	Et dire que je venais à \n peine de réparer le \n moteur... décidément, ce \n n'est pas ma journée !	[0, 91, 'DINRoundOffcPro']
49170a04	Quoi ?!	[0, 7, 'DINRoundOffcPro']
4abbb6e9	Une pomme, est tombée rouge...	[0, 30, 'DINRoundOffcPro']
4e757989	Oh, et puis c'est normal \n après tout. Qui a \n envie d'avoir de \n vieilles choses ?	[0, 77, 'DINRoundOffcPro']
525f0c0a	Vous allez nous aider à préparer \n la prochaine grande étape de notre plan. \n Nous avons besoin de tous les gens en \n capacité de travailler dans les mines.	[0, 150, 'DINRoundOffcPro']
5370d52f	Rouge du ciel, une pomme, est tombée.	[0, 37, 'DINRoundOffcPro']
55054bcf	Rouge, une pomme, du ciel est tombée.	[0, 37, 'DINRoundOffcPro']
556366a6	La politique n'est pas \n mon fort...	[0, 34, 'DINRoundOffcPro']
57bd7b8f	Mais nous venons tout \n juste de t'en acheter \n un, tu n'en veux \n déjà plus ?	[0, 72, 'DINRoundOffcPro']
5a877d74	Lisa !	[0, 6, 'DINRoundOffcPro']
5ac28cc7	Oui, je n'ai pas envie \n de me retrouver encore \n une fois dans une de \n ces tempêtes.	[0, 80, 'DINRoundOffcPro']
5af04b25	Rouge est tombée...	[0, 19, 'DINRoundOffcPro']
5ba70e10	Oh, j'aime cet esprit rebelle. \n Mais nous avons \n d'autres plans \n pour vous.	[0, 72, 'DINRoundOffcPro']
5eab68ac	Mais il est facile de \n deviner que le Conseil \n et la Garnison préparent \n quelque chose...	[0, 86, 'DINRoundOffcPro']
606214ca	Peut-être qu'il faudrait \n faire travailler Kat et \n Raven pour payer \n la facture ?	[0, 78, 'DINRoundOffcPro']
611e9326	D'après les rumeurs ils \n enrôleraient des mineurs \n de force, vous croyez \n que ça a un rapport ?	[0, 92, 'DINRoundOffcPro']
6138c6c6	Du ciel, rouge, une pomme, est tombée.	[0, 38, 'DINRoundOffcPro']
63df2280	Lisa !	[0, 6, 'DINRoundOffcPro']
6458dfc6	Rouge du ciel...	[0, 16, 'DINRoundOffcPro']
64ef1016	Si le marché conclu avec le Conseil pouvait mener à la libération \n des otages, quel autre choix avais-je que d'accepter leur offre ?	[0, 131, 'DINRoundOffcPro']
