Reference Name	Text	Font
dm00_00010k_010	拉文，你在 \n 這裡做什麼？	[0, 12, 'DFT_R5']
dm00_00010k_020	我感受到你的召喚。	[0, 9, 'DFT_R5']
dm00_00010k_030	我需要你的時候， \n 你都在。	[0, 13, 'DFT_R5']
dm00_00010k_040	我其實今天不太舒服。	[0, 10, 'DFT_R5']
dm00_00010k_050	你有時會不會 \n 很希望不用採礦？	[0, 15, 'DFT_R5']
dm00_00010k_060	哼。要我幫你是也可以。	[0, 11, 'DFT_R5']
dm00_00010k_070	你願意幫我！？ \n 謝謝你！	[0, 12, 'DFT_R5']
dm00_00010k_080	要幫我採很多 \n 回來喔，好嗎？	[0, 14, 'DFT_R5']
dm00_00010k_090	交給我。	[0, 4, 'DFT_R5']
dm00_00010k_100	如果想休息， \n 我可以接手。	[0, 13, 'DFT_R5']
dm00_00020k_010	嘿，拉文！	[0, 5, 'DFT_R5']
dm00_00020k_020	你是不是 \n 採礦累了想休息？	[0, 13, 'DFT_R5']
dm00_00020k_030	好啊！ \n 感謝！	[0, 7, 'DFT_R5']
