Reference Name	Text	Font
165438eb	나무를 잘라버렸다면, \n 보물은 어떻게 된 거지!?	[0, 26, 'AsiaJMR_2']
1f9c3af1	나무가… 없어졌어…	[0, 10, 'AsiaJMR_2']
404329e7	무슨 말이야?	[0, 7, 'AsiaJMR_2']
42d89e86	할아버지는 정말 \n 멋진 분이셨던 것 같네.	[0, 22, 'AsiaJMR_2']
4b20a18c	언제나 상냥한데다 \n 박식하신 분이셨지… \n 할아버지가 그리워.	[0, 31, 'AsiaJMR_2']
868fa8fe	멋진 계획이네. 공부는 \n 어렵지만, 결국에는 \n 보답 받게 될 거야.	[0, 35, 'AsiaJMR_2']
8fd7aa04	아하, 이것이 바로 \n 할아버지가 남긴 \n 보물이었구나!	[0, 27, 'AsiaJMR_2']
b07e99fa	나, 언젠가 할아버지 같은 \n 어른이 되고 싶어.	[0, 25, 'AsiaJMR_2']
b9c69b	그리고 세계 각지를 \n 직접 보고, 수많은 신비를 \n 해결하고 싶어! 그러니까 \n 열심히 공부하겠어.	[0, 50, 'AsiaJMR_2']
c9542c6d	아냐, 할아버지의 보물은 \n 이미 찾았어.	[0, 21, 'AsiaJMR_2']
d29c2e73	"공부는, 시야를 넓히고 \n 더 밝은 미래의 \n 가능성을 펼치기 위한 것"	[0, 37, 'AsiaJMR_2']
dbe43079	할아버지가 나에게 \n 가르쳐준 장소…	[0, 18, 'AsiaJMR_2']
e42c337f	그리고 역이잖아!	[0, 9, 'AsiaJMR_2']
ec6447ef	완전히 잊고 있었어.	[0, 11, 'AsiaJMR_2']
f5ac49f5	"앞으로 자신이 \n 원하는 사람이 \n 될 수 있도록 \n 배우는 거다."라고…	[0, 36, 'AsiaJMR_2']
sm29_00100	소년을 데리고서 사진 속의 장소를 찾아라	[0, 22, 'Korean for MaruFolkPro']
sm29_00100k_010	…	[0, 1, 'AsiaJMR_2']
sm29_00100k_020	뭔가 \n 잘못된 걸까…	[0, 10, 'AsiaJMR_2']
sm29_00100k_030	안녕! 여기서 뭐 하고 있어? \n 나랑 이야기하지 않을래?	[0, 30, 'AsiaJMR_2']
sm29_00100k_040	별로 말하고 \n 싶지 않은데.	[0, 14, 'AsiaJMR_2']
sm29_00100k_050	와, 차가워라… \n 뭔가 이야기를 \n 할 계기가…	[0, 23, 'AsiaJMR_2']
sm29_00100k_060	어라! 그 사진은 \n 도대체 뭐야?	[0, 17, 'AsiaJMR_2']
sm29_00100k_070	이건 할아버지가 \n 남긴 사진이야.	[0, 17, 'AsiaJMR_2']
sm29_00100k_080	기념품인가?	[0, 6, 'AsiaJMR_2']
sm29_00100k_090	내가 어릴 때, \n 할아버지께서는 \n 언제나 나랑 놀아주셨어.	[0, 30, 'AsiaJMR_2']
