Reference Name	Text	Font
00c027ee	He's a nice guy, but it \n always seems like his \n head's in the clouds.	[0, 67, 'DINRoundOffcPro']
12dc66c8	It sounds like both Lisa \n and Cecie need to get \n better at telling each \n other how they feel.	[0, 90, 'DINRoundOffcPro']
15cb176b	A crack was discovered \n in the gravity engine. \n It's wearing out.	[0, 63, 'DINRoundOffcPro']
1b2469ce	I didn't know... And \n I'm not sure how Lisa \n would feel if she found \n out I knew...	[0, 80, 'DINRoundOffcPro']
1e131a71	Too long... We have to \n take everything apart \n and inspect it piece by \n piece.	[0, 75, 'DINRoundOffcPro']
275b1c77	How long will \n it take to fix?	[0, 29, 'DINRoundOffcPro']
2c8bca8a	I hate to have to say \n this...	[0, 29, 'DINRoundOffcPro']
2ca47f44	Everyone knows that's \n why she's so tough on \n Cecie.	[0, 50, 'DINRoundOffcPro']
2fc13b79	Don't get into trouble.	[0, 23, 'DINRoundOffcPro']
35d3cc90	But you bought some \n trouble doin' that. \n You'll need to lay low \n for a while.	[0, 75, 'DINRoundOffcPro']
35ec814a	She blames herself for \n not warning her kid \n better about the danger.	[0, 67, 'DINRoundOffcPro']
3a23ba7a	Regarding Lei Elgona II	[0, 23, 'GillSansStd-UltraBold']
3e348450	You know Lisa lost her \n own child to a gravity \n storm, long ago.	[0, 62, 'DINRoundOffcPro']
426ea08b	Seems like this city \n has its own share of \n problems...	[0, 53, 'DINRoundOffcPro']
48020b6d	I knew this day \n would come...	[0, 29, 'DINRoundOffcPro']
490eb6b5	If that's the way you \n want it... Just be \n careful, the Garrison'll \n have their eyes on you.	[0, 89, 'DINRoundOffcPro']
4bb6a291	They're all taking \n bribes! Hmph, maybe I \n should buy presents for \n the Garrison soldiers.	[0, 87, 'DINRoundOffcPro']
500ef1ad	*Sigh* It's not easy \n making a livin'.	[0, 37, 'DINRoundOffcPro']
54fea497	And the people who \n enforce the rules...	[0, 39, 'DINRoundOffcPro']
5d46a79d	You need permission from \n the government to \n sneeze, and the Garrison \n is always in my way.	[0, 88, 'DINRoundOffcPro']
6061f75c	I've still got a lot I \n want to see!	[0, 35, 'DINRoundOffcPro']
629ef5b9	If it weren't for \n the Angry Centipede, \n we'd have nothing.	[0, 57, 'DINRoundOffcPro']
62f82e7b	Do you hear me?	[0, 15, 'DINRoundOffcPro']
64e6bcc7	I heard a rumour some \n girl down in Lei Elgona \n mixed it up with the \n Garrison Forces.	[0, 83, 'DINRoundOffcPro']
69a9f962	Sounds like we'll be in \n port for a while then.	[0, 46, 'DINRoundOffcPro']
6b403181	Yeah, yeah. Don't get \n into trouble.	[0, 35, 'DINRoundOffcPro']
6be6f7bf	Just once I'd like \n to give my kids a \n square meal and send \n 'em to bed full.	[0, 74, 'DINRoundOffcPro']
837112df	You can't outrun time.	[0, 22, 'DINRoundOffcPro']
8625aa03	I know today's Thanks \n Day and all, but I'm \n just not in the mood to \n go present shopping.	[0, 87, 'DINRoundOffcPro']
89d12a74	I'm glad I'm not the \n only one who thinks so!	[0, 44, 'DINRoundOffcPro']
8cb914e5	We have to replace it. \n But that costs money \n we don't have.	[0, 58, 'DINRoundOffcPro']
8e635dd9	Regarding Lei Elgona I	[0, 22, 'DINRoundOffcPro']
8f9e59e1	Regarding Lei Elgona II	[0, 23, 'DINRoundOffcPro']
960dc233	Really? What a \n coincidence! Boy, I hope \n I don't run into her, \n she sounds scary.	[0, 79, 'DINRoundOffcPro']
9b612f80	Hey Gravity Girl! Your \n partner took off on one \n of the personal \n transports.	[0, 74, 'DINRoundOffcPro']
9d8e379d	Hey, aren't you one of \n the new people with Sun \n Shipping?	[0, 56, 'DINRoundOffcPro']
9f55c439	And the rumour said she \n had a black cat. Just... \n like... yours...	[0, 65, 'DINRoundOffcPro']
a6af38f3	Listen carefully.	[0, 17, 'DINRoundOffcPro']
aba5b752	Regarding Lei Elgona I	[0, 22, 'GillSansStd-UltraBold']
c66d3a03	I won't say anything \n bad, but... Just be \n careful around Vogo, \n okay?	[0, 67, 'DINRoundOffcPro']
c72cd21c	Thanks for kickin' the \n Garrison out for us!	[0, 43, 'DINRoundOffcPro']
c74587d6	*Sigh* It's a shame Lisa \n isn't nicer to that \n girl.	[0, 50, 'DINRoundOffcPro']
cfb53c09	He's mixed up in a lot \n of trouble and a lot of \n people have a bone to \n pick with him.	[0, 83, 'DINRoundOffcPro']
d6d036f2	Not to mention he's \n always finding ways to \n get out of doing real \n work...	[0, 72, 'DINRoundOffcPro']
da5b10f9	Lisa, something wrong?	[0, 22, 'DINRoundOffcPro']
e8ec75cc	Cecie went into town to \n pick up a gift for \n Lisa...	[0, 50, 'DINRoundOffcPro']
ep06_00000	Maybe I'll wander around town a bit.	[0, 36, 'DINRoundOffcPro']
ep06_00010k_010	Don't cry fair lady, \n tears don't suit you.	[0, 42, 'DINRoundOffcPro']
ep06_00010k_020	Really? Y-You'll help \n little old me?	[0, 36, 'DINRoundOffcPro']
ep06_00010k_030	Oh come on Syd, do you \n ever stop?	[0, 33, 'DINRoundOffcPro']
ep06_00010k_040	Must be nice to just \n wander around like some \n vagabond chatting \n women up.	[0, 72, 'DINRoundOffcPro']
ep06_00010k_050	See if I ever help him \n on mining duty again.	[0, 44, 'DINRoundOffcPro']
ep06_00010k_060	Oh, Kat! What perfect \n timing.	[0, 29, 'DINRoundOffcPro']
ep06_00010k_070	Huh?	[0, 4, 'DINRoundOffcPro']
ep06_00010k_080	Fair lady, this is the \n one I've told you about, \n the Gravity Shifter.	[0, 68, 'DINRoundOffcPro']
ep06_00010k_090	Really? This little girl \n is the one with the \n fancy powers?	[0, 58, 'DINRoundOffcPro']
ep06_00010k_100	If so, I could really \n use your help.	[0, 36, 'DINRoundOffcPro']
ep06_00010k_110	M-My help?	[0, 10, 'DINRoundOffcPro']
ep06_00010k_120	Oh yes, this poor woman \n has desperate needs.	[0, 44, 'DINRoundOffcPro']
ep06_00010k_130	Help us Kat, you're \n her only hope!	[0, 34, 'DINRoundOffcPro']
ep06_00010k_140	Oh-uh, well I don't \n think I can help with- 	[0, 43, 'DINRoundOffcPro']
ep06_00010k_150	Kat, just between us, \n she's loaded.	[0, 35, 'DINRoundOffcPro']
ep06_00010k_160	...?	[0, 4, 'DINRoundOffcPro']
ep06_00010k_170	Scratch her back, she'll \n scratch ours - catch my \n drift?	[0, 55, 'DINRoundOffcPro']
ep06_00010k_180	Why don't you \n scratch it then?	[0, 30, 'DINRoundOffcPro']
ep06_00010k_190	Come on Kat, this is our \n chance to earn that \n repayment.	[0, 55, 'DINRoundOffcPro']
ep06_00010k_200	I'd love to help, but-	[0, 22, 'DINRoundOffcPro']
ep06_00010k_210	Owwoww, oh the pain.	[0, 20, 'DINRoundOffcPro']
ep06_00010k_220	Syd!?	[0, 5, 'DINRoundOffcPro']
ep06_00010k_230	If only I didn't have \n this injury to deal \n with...	[0, 49, 'DINRoundOffcPro']
ep06_00010k_240	Alright, alright, \n I'll help.	[0, 28, 'DINRoundOffcPro']
