Reference Name	Text	Font
dm05_00010	Gade: \n How did I come to this?	[0, 6, 'DINRoundOffcPro'], [6, 29, 'DINRoundOffcPro']
dm05_00015	Cyanea: \n I'm having trouble maintaining my form!	[0, 8, 'DINRoundOffcPro'], [8, 47, 'DINRoundOffcPro']
dm05_00100	Gather the Lost Memories	[0, 24, 'DINRoundOffcPro']
dm05_00100c_010	...	[0, 3, 'DINRoundOffcPro']
dm05_00100c_020	Welcome back, \n Raven. \n I'm glad you're safe.	[0, 42, 'DINRoundOffcPro']
dm05_00100c_030	Barely, eh? You \n almost got trapped \n in there.	[0, 44, 'DINRoundOffcPro']
dm05_00100c_040	It appears an \n unforeseen \n issue has arisen.	[0, 42, 'DINRoundOffcPro']
dm05_00100c_050	But there's no \n time to worry \n about that now.	[0, 44, 'DINRoundOffcPro']
dm05_00100c_060	Gegh!	[0, 5, 'DINRoundOffcPro']
dm05_00100c_070	Now that you have the \n elements of Light and \n Darkness, we can return \n to the Ark and-	[0, 83, 'DINRoundOffcPro']
dm05_00100c_080	Aah!	[0, 4, 'DINRoundOffcPro']
dm05_00100c_090	They're gone.	[0, 13, 'DINRoundOffcPro']
dm05_00100c_100	It can't be! \n Did you mess \n up somewhere?	[0, 39, 'DINRoundOffcPro']
dm05_00100c_110	Something is \n not right in \n the dream...	[0, 38, 'DINRoundOffcPro']
dm05_00100c_120	Hm?	[0, 3, 'DINRoundOffcPro']
dm05_00100c_130	Hic!	[0, 4, 'DINRoundOffcPro']
dm05_00100c_140	Gack.	[0, 5, 'DINRoundOffcPro']
dm05_00100c_150	Uggh.	[0, 5, 'DINRoundOffcPro']
dm05_00100c_160	This wasn't \n real...	[0, 19, 'DINRoundOffcPro']
dm05_00100c_170	We were tricked.	[0, 16, 'DINRoundOffcPro']
dm05_00100c_180	And the power of \n the Creators was \n just stolen.	[0, 46, 'DINRoundOffcPro']
dm05_00100c_190	Then I'll just \n have to steal it \n back.	[0, 37, 'DINRoundOffcPro']
dm05_00100c_200	I'm not giving up on \n the children!	[0, 34, 'DINRoundOffcPro']
dm05_00101	That's one of my memories.	[0, 26, 'DINRoundOffcPro']
dm05_00102	They're not gonna make it easy for me to grab my memories.	[0, 58, 'DINRoundOffcPro']
dm05_00103	If I want them, I'm going to have to fight for them.	[0, 52, 'DINRoundOffcPro']
dm05_00104	I remember everything.	[0, 22, 'DINRoundOffcPro']
dm05_00105	I'm starting to remember things now...	[0, 38, 'DINRoundOffcPro']
dm05_00106	This is my chance to find my memories.	[0, 38, 'DINRoundOffcPro']
dm05_00107	I've got no choice but to fight.	[0, 32, 'DINRoundOffcPro']
dm05_00108	I have to find my memories if I want to save Zaza.	[0, 50, 'DINRoundOffcPro']
dm05_00109	I was so alone when I came back to Hekseville...	[0, 48, 'DINRoundOffcPro']
dm05_00110	Scrounging from the trash, sleeping in the streets...	[0, 53, 'DINRoundOffcPro']
dm05_00110k_002	Lumino of the Light. \n Tenebria of the \n Darkness. What do you \n want out of all this?	[0, 80, 'DINRoundOffcPro']
dm05_00110k_004	What everyone wants - \n freedom. I will not be \n sealed away again!	[0, 63, 'DINRoundOffcPro']
dm05_00110k_006	I just want those \n disgusting humans to \n leave me alone.	[0, 54, 'DINRoundOffcPro']
dm05_00110k_008	Hmph, guess striking \n a deal is out of the \n question.	[0, 51, 'DINRoundOffcPro']
dm05_00110k_010	If they want to have \n another go, they'll \n get it.	[0, 48, 'DINRoundOffcPro']
dm05_00110k_020	Raven, wait. \n You don't have what \n you need to defeat them.	[0, 57, 'DINRoundOffcPro']
dm05_00110k_030	All of the factors \n aren't in place. There's \n a synchronisation issue.	[0, 68, 'DINRoundOffcPro']
dm05_00110k_040	Synchronisation? \n What does that mean?	[0, 37, 'DINRoundOffcPro']
dm05_00110k_050	Something needs to be \n reverted to the state it \n was in before the \n experiment.	[0, 76, 'DINRoundOffcPro']
dm05_00110k_060	That something is you. \n You're incomplete.	[0, 41, 'DINRoundOffcPro']
dm05_00110k_070	The last of your lost \n memories are here, \n in this town.	[0, 54, 'DINRoundOffcPro']
dm05_00110k_080	Find the rest of your \n memories. Remember \n who you were.	[0, 54, 'DINRoundOffcPro']
dm05_00111	I was so weak. Then Xii appeared...	[0, 35, 'DINRoundOffcPro']
dm05_00112	With Xii, I learned how to shift gravity. I learned to survive.	[0, 63, 'DINRoundOffcPro']
dm05_00113	I left Sachya behind and became Raven.	[0, 38, 'DINRoundOffcPro']
dm05_00114	Defeat Lumino and Tenebria	[0, 26, 'DINRoundOffcPro']
dm05_00115	Lost Memories	[0, 13, 'DINRoundOffcPro']
dm05_00116	I need to find my memories.	[0, 27, 'DINRoundOffcPro']
dm05_00117	Bit: \n Careful, they're not going to make this easy for you.	[0, 5, 'DINRoundOffcPro'], [5, 58, 'DINRoundOffcPro']
dm05_00118	Bit: \n Find your memories before it's too late.	[0, 5, 'DINRoundOffcPro'], [5, 45, 'DINRoundOffcPro']
dm05_00119	The light. It must be leading to one of my memories.	[0, 52, 'DINRoundOffcPro']
dm05_00120	Now's my chance to find my memories!	[0, 36, 'DINRoundOffcPro']
dm05_00120k_010	The memories here are \n the ones from when I \n left Sachya behind and \n became Raven.	[0, 79, 'DINRoundOffcPro']
dm05_00120k_020	And after you \n met the other \n Shifter.	[0, 36, 'DINRoundOffcPro']
dm05_00120k_030	You still need to \n remember. Find \n the rest of your \n memories.	[0, 59, 'DINRoundOffcPro']
dm05_00121	I need to hurry and remember who I am.	[0, 38, 'DINRoundOffcPro']
dm05_00130	I heard a voice calling me when I met Xii.	[0, 42, 'DINRoundOffcPro']
dm05_00131	It sounded so much like her.	[0, 28, 'DINRoundOffcPro']
dm05_00132	Even when we first met, it felt like somehow I knew her.	[0, 56, 'DINRoundOffcPro']
dm05_00150k_010	You really think you \n can defeat me?	[0, 35, 'DINRoundOffcPro']
dm05_00150k_020	You just don't have it \n in you to take my \n power from me.	[0, 55, 'DINRoundOffcPro']
dm05_00150k_030	What does she mean!?	[0, 20, 'DINRoundOffcPro']
dm05_00150k_040	You don't yet have \n the power you need \n to finish her off. \n She'll be back again.	[0, 78, 'DINRoundOffcPro']
