Reference Name	Text	Font
dm02_00010	Где я?	[0, 6, 'DINRoundOffcPro']
dm02_00020	Это было... какое-то \n чудище?	[0, 28, 'DINRoundOffcPro']
dm02_00100	???: \n Врана...	[0, 5, 'DINRoundOffcPro'], [5, 13, 'DINRoundOffcPro']
dm02_00101	Разыщите потерянные воспоминания	[0, 32, 'DINRoundOffcPro']
dm02_00102	Заза научил меня качаться на качелях, хотя я боялась высоты.	[0, 60, 'DINRoundOffcPro']
dm02_00103	Заза много чему меня научил.	[0, 28, 'DINRoundOffcPro']
dm02_00104	Я была сиротой.	[0, 15, 'DINRoundOffcPro']
dm02_00105	Но мама с папой приняли меня в семью и воспитали как родную дочь.	[0, 65, 'DINRoundOffcPro']
dm02_00106	Заза подарил мне самое ценное, что у него было: плюшевого мишку.	[0, 64, 'DINRoundOffcPro']
dm02_00107	Я назвала мишку Зазой, и он долго смеялся.	[0, 42, 'DINRoundOffcPro']
dm02_00108	Я так любила бегать босиком.	[0, 28, 'DINRoundOffcPro']
dm02_00109	Заза вечно гонялся за мной с обувью и требовал, чтобы я \n обулась.	[0, 64, 'DINRoundOffcPro']
dm02_00110	Заза чудесно рисовал — еще в детстве.	[0, 37, 'DINRoundOffcPro']
dm02_00110k_010	Кто такая Врана?	[0, 16, 'DINRoundOffcPro']
dm02_00110k_020	Извини, ошибся. Тебя \n ведь зовут Сахия, \n верно?	[0, 45, 'DINRoundOffcPro']
dm02_00110k_030	Да... А ты кто?	[0, 15, 'DINRoundOffcPro']
dm02_00110k_040	Меня зовут Бит. \n Пожалуйста, выслушай \n меня внимательно, \n Сахия.	[0, 61, 'DINRoundOffcPro']
dm02_00110k_050	Кое-что очень важное \n оказалось сломанным. \n Его части нужно \n объединить в одно целое.	[0, 82, 'DINRoundOffcPro']
dm02_00110k_060	Похоже на головоломку \n из кусочков.	[0, 34, 'DINRoundOffcPro']
dm02_00110k_070	Да, похоже. Но \n кусочки — это ты.	[0, 32, 'DINRoundOffcPro']
dm02_00110k_080	Я? Но я целая и не \n сломанная!	[0, 29, 'DINRoundOffcPro']
dm02_00110k_090	Ладно, забудь про \n головоломки.	[0, 30, 'DINRoundOffcPro']
dm02_00110k_100	Здесь хранится все, \n что должно быть \n забыто.	[0, 43, 'DINRoundOffcPro']
dm02_00110k_102	Компиляторы удаляют \n все лишнее, чтобы \n в мире не накапливались \n ошибки.	[0, 69, 'DINRoundOffcPro']
dm02_00110k_105	Ты должна спасти от \n компиляторов очень \n важную информацию.	[0, 57, 'DINRoundOffcPro']
dm02_00110k_107	Ничего не понимаю...	[0, 20, 'DINRoundOffcPro']
dm02_00110k_110	И повсюду разбросаны \n твои воспоминания.	[0, 39, 'DINRoundOffcPro']
dm02_00110k_120	Помнишь, ты видела \n чудовище?	[0, 28, 'DINRoundOffcPro']
dm02_00110k_123	Оно находит все то, \n чему больше нет \n места в мире.	[0, 49, 'DINRoundOffcPro']
dm02_00110k_126	Оно сожрет твои \n воспоминания.	[0, 29, 'DINRoundOffcPro']
dm02_00110k_130	Вспомни, кем ты была.	[0, 21, 'DINRoundOffcPro']
dm02_00110k_140	Где-то здесь есть \n особенно важное \n воспоминание. \n Найди его.	[0, 58, 'DINRoundOffcPro']
dm02_00110k_150	Особенно важное?	[0, 16, 'DINRoundOffcPro']
dm02_00110k_160	Вспомни, кто ты такая, \n Сахия.	[0, 29, 'DINRoundOffcPro']
dm02_00110k_170	И тогда ты сможешь \n покинуть это \n место.	[0, 38, 'DINRoundOffcPro']
dm02_00110k_180	Поторопись. Иначе эти \n чудовища все \n сожрут. И тебя тоже.	[0, 55, 'DINRoundOffcPro']
dm02_00110k_190	Если они меня сожрут... \n Что будет? Я умру?	[0, 42, 'DINRoundOffcPro']
dm02_00110k_200	Да... \n Поторопись.	[0, 17, 'DINRoundOffcPro']
dm02_00110k_210	Понятно... Я отыщу свои \n воспоминания и \n уйду. Они меня не \n поймают!	[0, 65, 'DINRoundOffcPro']
dm02_00111	Иногда я просила его что-нибудь нарисовать, и он никогда не \n отказывал.	[0, 70, 'DINRoundOffcPro']
dm02_00112	Я всегда любила птичек.	[0, 23, 'DINRoundOffcPro']
dm02_00113	Когда наша птица умерла, Заза долго меня утешал.	[0, 48, 'DINRoundOffcPro']
dm02_00114	Я помню, как пошла в школу...	[0, 29, 'DINRoundOffcPro']
dm02_00115	Я была в восторге, ведь теперь я могла весь день проводить с \n Зазой.	[0, 67, 'DINRoundOffcPro']
dm02_00116	Заза за руку вел меня к школьному автобусу...	[0, 45, 'DINRoundOffcPro']
dm02_00117	Ой, надо спешить, а то опоздаю!	[0, 31, 'DINRoundOffcPro']
dm02_00119	Мое первое воспоминание... Улыбка Зазы.	[0, 39, 'DINRoundOffcPro']
dm02_00120	Я вечно таскалась за Зазой.	[0, 27, 'DINRoundOffcPro']
dm02_00120k_010	Нужно спешить! А то \n опоздаю на автобус!	[0, 39, 'DINRoundOffcPro']
dm02_00120k_020	Стоп... Почему у меня \n плохое предчувствие?	[0, 42, 'DINRoundOffcPro']
dm02_00120k_030	Со мной что-то \n случилось? Там, \n а автобусе?	[0, 42, 'DINRoundOffcPro']
dm02_00120k_040	Мне это не нравится...	[0, 22, 'DINRoundOffcPro']
dm02_00121	Все думали, что Заза мой брат. Я тоже так думала.	[0, 49, 'DINRoundOffcPro']
dm02_00122	Когда я пугалась воя ветра, Заза закрывал мне уши.	[0, 50, 'DINRoundOffcPro']
dm02_00123	Когда было холодно, Заза грел мне руки.	[0, 39, 'DINRoundOffcPro']
dm02_00124	Заза везде брал меня с собой.	[0, 29, 'DINRoundOffcPro']
dm02_00125	Когда меня дразнили, Заза всегда заступался.	[0, 44, 'DINRoundOffcPro']
dm02_00126	Я хотела стать мальчиком, чтобы всегда дружить с Зазой.	[0, 55, 'DINRoundOffcPro']
dm02_00127	Я даже подстриглась, чтобы стать более похожей на Зазу.	[0, 55, 'DINRoundOffcPro']
dm02_00128	Заза всегда приходил, если я его звала.	[0, 39, 'DINRoundOffcPro']
dm02_00129	Заза каждый день заставлял меня улыбаться.	[0, 42, 'DINRoundOffcPro']
dm02_00130	Когда мы остались без взрослых, Заза защищал меня и других детей.	[0, 65, 'DINRoundOffcPro']
dm02_00131	Нет! Прочь!	[0, 11, 'DINRoundOffcPro']
dm02_00132	Он меня увидел!	[0, 15, 'DINRoundOffcPro']
dm02_00133	Особое воспоминание... Интересно, это какое?	[0, 44, 'DINRoundOffcPro']
dm02_00135	Почему здесь так пусто?	[0, 23, 'DINRoundOffcPro']
dm02_00137	Нужно вспомнить, кто я такая.	[0, 29, 'DINRoundOffcPro']
dm02_00305k_010	Наш школьный автобус \n упал на самое дно \n мира.	[0, 44, 'DINRoundOffcPro']
dm02_00305k_020	Я испугалась, но Заза \n меня утешил.	[0, 34, 'DINRoundOffcPro']
